ticker,date,close,volume
EOS,2017-07-02,2.710050106048584,320452000.0
EOS,2017-07-03,4.086639881134033,414950016.0
EOS,2017-07-04,3.371999979019165,218559008.0
EOS,2017-07-05,3.003230094909668,124339000.0
EOS,2017-07-06,3.361330032348633,177463008.0
EOS,2017-07-07,2.801110029220581,96596496.0
EOS,2017-07-08,2.586899995803833,151162000.0
EOS,2017-07-09,2.2922298908233643,87525104.0
EOS,2017-07-10,1.832640051841736,79608800.0
EOS,2017-07-11,1.6558200120925903,111023000.0
EOS,2017-07-12,2.073280096054077,104621000.0
EOS,2017-07-13,1.7407699823379517,51203900.0
EOS,2017-07-14,1.5455299615859983,41025200.0
EOS,2017-07-15,1.3028099536895752,34208800.0
EOS,2017-07-16,1.254080057144165,30802800.0
EOS,2017-07-17,1.540079951286316,62295100.0
EOS,2017-07-18,1.6968599557876587,58108000.0
EOS,2017-07-19,1.5587600469589231,55057600.0
EOS,2017-07-20,1.744920015335083,45949800.0
EOS,2017-07-21,1.8198699951171875,58164900.0
EOS,2017-07-22,1.9584200382232664,41809000.0
EOS,2017-07-23,1.865079998970032,60205000.0
EOS,2017-07-24,1.874250054359436,36585400.0
EOS,2017-07-25,1.648069977760315,42547000.0
EOS,2017-07-26,1.7358100414276123,48693200.0
EOS,2017-07-27,1.9525599479675293,69371696.0
EOS,2017-07-28,1.8459299802780151,64730400.0
EOS,2017-07-29,1.833080053329468,44021100.0
EOS,2017-07-30,1.7821999788284302,27580200.0
EOS,2017-07-31,1.7396399974822998,29657700.0
EOS,2017-08-01,1.7811599969863892,39175500.0
EOS,2017-08-02,1.7784099578857422,28880800.0
EOS,2017-08-03,1.803979992866516,25878000.0
EOS,2017-08-04,1.8053900003433228,34183300.0
EOS,2017-08-05,1.9093199968338013,52324800.0
EOS,2017-08-06,1.7353399991989136,38436700.0
EOS,2017-08-07,1.8085299730300903,46022400.0
EOS,2017-08-08,1.881100058555603,76270800.0
EOS,2017-08-09,1.8285599946975708,36813700.0
EOS,2017-08-10,1.825219988822937,43519300.0
EOS,2017-08-11,1.7859899997711182,49178400.0
EOS,2017-08-12,1.669039964675903,38131800.0
EOS,2017-08-13,1.6164900064468384,40514200.0
EOS,2017-08-14,1.6582000255584717,39205300.0
EOS,2017-08-15,1.646589994430542,58304700.0
EOS,2017-08-16,1.5979000329971311,24022000.0
EOS,2017-08-17,1.5464500188827517,25713300.0
EOS,2017-08-18,1.4219499826431274,26841700.0
EOS,2017-08-19,1.4045000076293943,24769900.0
EOS,2017-08-20,1.370360016822815,15673200.0
EOS,2017-08-21,1.3408299684524536,20152300.0
EOS,2017-08-22,1.284500002861023,23774300.0
EOS,2017-08-23,1.410930037498474,36567800.0
EOS,2017-08-24,1.380370020866394,18034600.0
EOS,2017-08-25,1.378469944000244,20444500.0
EOS,2017-08-26,1.3608800172805786,16466000.0
EOS,2017-08-27,1.3478200435638428,18124100.0
EOS,2017-08-28,1.3365399837493896,18414400.0
EOS,2017-08-29,1.3107000589370728,18993200.0
EOS,2017-08-30,1.227810025215149,24068700.0
EOS,2017-08-31,1.2971700429916382,22926100.0
EOS,2017-09-01,1.3009400367736816,25853000.0
EOS,2017-09-02,1.2338199615478516,38741300.0
EOS,2017-09-03,1.251710057258606,22618600.0
EOS,2017-09-04,0.850525975227356,43045400.0
EOS,2017-09-05,0.8837080001831055,30273900.0
EOS,2017-09-06,0.9143589735031128,26208300.0
EOS,2017-09-07,0.9772719740867616,22912100.0
EOS,2017-09-08,0.8327640295028687,18650200.0
EOS,2017-09-09,0.7916079759597778,10281100.0
EOS,2017-09-10,0.7397630214691162,9494440.0
EOS,2017-09-11,0.7308689951896667,7763470.0
EOS,2017-09-12,0.8360769748687744,15475800.0
EOS,2017-09-13,0.7289940118789673,12370500.0
EOS,2017-09-14,0.6032170057296753,13131300.0
EOS,2017-09-15,0.6642889976501465,13121900.0
EOS,2017-09-16,0.6275650262832642,5602950.0
EOS,2017-09-17,0.6485919952392578,8685770.0
EOS,2017-09-18,0.7048779726028442,9065170.0
EOS,2017-09-19,0.6533629894256592,5520750.0
EOS,2017-09-20,0.6128270030021667,6087520.0
EOS,2017-09-21,0.5461530089378357,6972060.0
EOS,2017-09-22,0.569845974445343,4556540.0
EOS,2017-09-23,0.5766969919204712,4809880.0
EOS,2017-09-24,0.5462740063667297,7534280.0
EOS,2017-09-25,0.5707740187644958,5592430.0
EOS,2017-09-26,0.5611280202865601,5789570.0
EOS,2017-09-27,0.6330429911613464,11395600.0
EOS,2017-09-28,0.8156930208206177,22672400.0
EOS,2017-09-29,0.7172719836235046,15499400.0
EOS,2017-09-30,0.7216089963912964,10179600.0
EOS,2017-10-01,0.7077599763870239,8938190.0
EOS,2017-10-02,0.6549729704856873,8299880.0
EOS,2017-10-03,0.6312299966812134,7114830.0
EOS,2017-10-04,0.6015390157699585,5449300.0
